"codfunc","func","codcliente","cliente","codfilial","filial","codfornec","fornecedor","codprod","produto","numnota","qtd","vlrbonus","vlrunitario","datasaida"
4824,Func 12,98851,Cliente 27,1,COML.SAARA LTDA. HBL,920,CIGEL INDUSTRIAL LTDA - PELE.UNHA,83529,SAB LIQ ALYNE 1L ERVA DOCE,2315387,2,0,2.95,2022-02-05 00:00:00.000
4824,Func 12,98851,Cliente 27,1,COML.SAARA LTDA. HBL,920,CIGEL INDUSTRIAL LTDA - PELE.UNHA,100414,SAB LIQ ALYNE 1L ORQUIDEA,2315387,2,0,2.95,2022-02-05 00:00:00.000
4824,Func 12,98851,Cliente 27,1,COML.SAARA LTDA. HBL,12802,PROCTER & GAMBLE DO BRASIL S/A(PANTENE),90013,KIT PANTENE 175ML(SH+CO)HIDRATACAO,2315387,1,0,4.33,2022-02-05 00:00:00.000
4824,Func 12,98851,Cliente 27,1,COML.SAARA LTDA. HBL,12802,PROCTER & GAMBLE DO BRASIL S/A(PANTENE),90016,KIT PANTENE 175ML(SH+CO)RESTAURACAO,2315387,1,0,4.33,2022-02-05 00:00:00.000
4824,Func 12,98851,Cliente 27,1,COML.SAARA LTDA. HBL,224543,LOREAL BRASIL COML COSMET LTDA- NIELY CAP,69224,KIT NIELY GOLD 275+175ML(SH+CO)QUERA REP,2315387,2,0,3.35,2022-02-05 00:00:00.000
4224,Func 3,39032,Cliente 32,1,COML.SAARA LTDA. HBL,109,COLGATE-PALMOLIVE IND.E COM.LTDA-CABELOS,56893,SH PAL 350ML NAT NEUTRO*,2315380,6,0,2.58,2022-02-04 00:00:00.000
4824,Func 12,38188,Cliente 57,1,COML.SAARA LTDA. HBL,920,CIGEL INDUSTRIAL LTDA - PELE.UNHA,82764,SAB LIQ ALYNE 1L PROTEINA LEITE,2315383,4,0,2.88,2022-02-05 00:00:00.000
4824,Func 12,38188,Cliente 57,1,COML.SAARA LTDA. HBL,226269,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (ADULTO),74457,SAB INT EVE 200ML L2P1 (FRESH+FLORAL),2315383,6,0,3.28,2022-02-05 00:00:00.000
4224,Func 3,39032,Cliente 32,1,COML.SAARA LTDA. HBL,2371,UNILEVER BRASIL LTDA (DEO),66364,DR REXONA 30ML CPT FEM POWDER,2315380,6,0,2.11,2022-02-04 00:00:00.000
4224,Func 3,39032,Cliente 32,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),91018,SAB LIQ LUX 250ML BOT.ORQUIDEA NEGRA,2315380,4,0,2.59,2022-02-04 00:00:00.000
4224,Func 3,39032,Cliente 32,1,COML.SAARA LTDA. HBL,226348,COTY BRASIL COMERCIO LTDA - PELE-YORK-SUN,55902,HID PAIXAO 200ML IRRESISTIVEL LIL,2315380,4,0,2.30,2022-02-04 00:00:00.000
4224,Func 3,39032,Cliente 32,1,COML.SAARA LTDA. HBL,224539,COLGATE-PALMOLIVE COMERCIAL LTDA (ORAL),15908,CD COLGATE MPA 12X90G*,2315380,1,0,5.92,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,226350,COTY BRASIL COMERCIO LTDA - DEO,11460,DS CONTOURE 80ML CLASS AM,2315330,12,0,1.98,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,226268,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (POMPOM),79959,SAB INF POMPOM 12X80G GLICERINADO,2315330,1,0,4.72,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,86056,ATIVADOR S.LINE 300ML SOS CACH NUT,2315330,6,0,2.96,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,87824,SH S.LINE 300ML SOS COCO,2315330,2,0,3.37,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,100296,KIT S.LINE 300ML(SH+CO)HIDRA HIALURONICO,2315330,2,0,3.85,2022-02-04 00:00:00.000
4824,Func 12,97537,Cliente 19,1,COML.SAARA LTDA. HBL,226228,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (SAPEKA),91583,FDA SAPEKA PRATICO P 22UND,2315384,4,0,3.47,2022-02-05 00:00:00.000
4824,Func 12,97537,Cliente 19,1,COML.SAARA LTDA. HBL,5,SOBRAL PRODUTORA DE ART.TEX.IND.COM.LTDA,80717,HF FLOCONETES 75UND,2315384,24,0,1.04,2022-02-05 00:00:00.000
4824,Func 12,97537,Cliente 19,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),85311,SH SEDA 325ML SOS CERAMIDAS,2315384,2,0,2.61,2022-02-05 00:00:00.000
4824,Func 12,97537,Cliente 19,1,COML.SAARA LTDA. HBL,2488,HIGIE PLUS COTTONBABY IND. E COM. LTDA,61074,ABS COTTONBABY LADY 8UND SV C/ABA,2315384,6,0,1.44,2022-02-05 00:00:00.000
4824,Func 12,97537,Cliente 19,1,COML.SAARA LTDA. HBL,2413,JOHNSON&JOHNSON COM.E DIST.LTDA-FEMININA,57248,ABS S.LIVRE ADP 8UND SV S/ABA,2315384,12,0,1.75,2022-02-05 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,349,GFG COSMETICOS LTDA,86573,UMIDILIZ UMIDIF MURIEL 250ML COCO,2315330,6,0,2.73,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,57208,UMIDILIZ UMIDIF MURIEL 250ML TEEN,2315330,6,0,2.73,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,227106,DALPRIZE COSMETICOS EIRELI,57881,LAVANDA INF FLORA NENEN 200ML,2315330,12,0,3.00,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,227106,DALPRIZE COSMETICOS EIRELI,57884,SH INF FLORA NENEN 200ML CACH,2315330,2,0,2.75,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,227106,DALPRIZE COSMETICOS EIRELI,61749,CO INF FLORA NENEN 200ML CACH,2315330,1,0,2.78,2022-02-04 00:00:00.000
4224,Func 3,74273,Cliente 37,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),74410,SAB LIQ LIFEBUOY 250ML ERVA DOCE,2315330,4,0,2.72,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,226350,COTY BRASIL COMERCIO LTDA - DEO,88147,DA MONANGE 150ML INVISIVEL,2315379,12,11,2.38,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),88558,SH DOVE 200ML RITUAL REPARACAO,2315379,2,11,2.84,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,226350,COTY BRASIL COMERCIO LTDA - DEO,93992,DA MONANGE 150ML FRUTAS VERM,2315379,12,11,2.38,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,86588,TINT LIGHT COLOR LR ESC 6.0,2315379,2,11,3.26,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),91025,SAB LIQ LUX 250ML BOT.ROSAS FRANCESA,2315379,2,11,2.59,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,2371,UNILEVER BRASIL LTDA (DEO),87383,DA REXONA 90G FEM POWDER,2315379,2,11,3.05,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),77366,SH CLEAR 200ML CONT COCEIRA,2315379,4,11,3.56,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),61355,SH CLEAR 200ML MEN LIMP DIARIA 2EM1,2315379,2,11,3.56,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,109,COLGATE-PALMOLIVE IND.E COM.LTDA-CABELOS,56893,SH PAL 350ML NAT NEUTRO*,2315379,4,11,2.58,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,96039,SH S.LINE 300ML M.LISO MATIZADOR,2315379,2,11,3.54,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),85323,CO SEDA 325ML CACHOS DEF,2315379,2,11,2.88,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,891,PONTELAND DISTRIBUICAO S/A,95651,SAB INF LIQ GRANADO 250ML BEBE RF CAMOMI,2315379,2,11,3.42,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,222465,LOLLY BABY PROD. INFANTIS LTDA,86388,KIT LOLLY ESC+PENTE OCEANO BL AZ 705401,2315379,2,11,3.33,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),75355,SH DOVE 200ML RECONST.COMPLETA,2315379,4,11,2.84,2022-02-04 00:00:00.000
4224,Func 3,68765,Cliente 25,1,COML.SAARA LTDA. HBL,222401,COLGATE-PALMOLIVE COMERCIAL LTDA (PELE),99081,SAB PAL NAT 12X85G HID&PERF ROSAS*,2315319,1,0,4.46,2022-02-04 00:00:00.000
4224,Func 3,68765,Cliente 25,1,COML.SAARA LTDA. HBL,2527,LR NORDESTE S/A,6634,DES LEITE DE ROSAS 60ML PEQ,2315319,3,0,1.55,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,224783,MEDEVICE DO BRASIL COMERCIAL LTDA,99997,MASCARA DESCARTAVEL MEDPACK 10UND,2315379,10,11,2.61,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,87826,MASC S.LINE 500G SOS COCO,2315379,2,11,3.73,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,86370,MASC S.LINE 500G SOS BOMBA ORIGINAL,2315379,2,11,3.65,2022-02-04 00:00:00.000
4224,Func 3,4292,Cliente 51,1,COML.SAARA LTDA. HBL,109,COLGATE-PALMOLIVE IND.E COM.LTDA-CABELOS,57034,SH PAL 350ML NAT NUTRI LISS*,2315379,2,11,2.58,2022-02-04 00:00:00.000
4224,Func 3,68765,Cliente 25,1,COML.SAARA LTDA. HBL,226228,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (SAPEKA),86506,FDA SAPEKA REG XG 6UND,2315319,2,0,2.21,2022-02-04 00:00:00.000
4224,Func 3,68765,Cliente 25,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),96555,SAB LIQ DOVE 200ML REF NUT PROFUNDA,2315319,2,0,2.55,2022-02-04 00:00:00.000
4224,Func 3,68765,Cliente 25,1,COML.SAARA LTDA. HBL,2413,JOHNSON&JOHNSON COM.E DIST.LTDA-FEMININA,57248,ABS S.LIVRE ADP 8UND SV S/ABA,2315319,6,0,1.74,2022-02-04 00:00:00.000
4224,Func 3,68765,Cliente 25,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),85317,CO SEDA 325ML LISO PERF,2315319,2,0,2.89,2022-02-04 00:00:00.000
4224,Func 3,68765,Cliente 25,1,COML.SAARA LTDA. HBL,2488,HIGIE PLUS COTTONBABY IND. E COM. LTDA,61074,ABS COTTONBABY LADY 8UND SV C/ABA,2315319,6,0,1.43,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,222072,JOHNSON&JOHNSON BR IND COM PR SAUDE LTDA-J&J PELE.SUN,95205,SAB JOHNSON 12X80G LAVANDA,2315333,1,0,4.92,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,222401,COLGATE-PALMOLIVE COMERCIAL LTDA (PELE),90928,SAB PROTEX 12X85G LIMP PROF*,2315333,1,0,5.43,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),85314,SH SEDA 325ML CACHOS DEF,2315333,4,0,2.61,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,2413,JOHNSON&JOHNSON COM.E DIST.LTDA-FEMININA,57248,ABS S.LIVRE ADP 8UND SV S/ABA,2315333,12,0,1.76,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,2570,CLESS COMERCIO DE COSMETICOS SA,60612,DESC CARE LISS 20G CAMOM,2315333,12,0,1.82,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,226350,COTY BRASIL COMERCIO LTDA - DEO,88147,DA MONANGE 150ML INVISIVEL,2315333,2,0,2.40,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,227425,BASTON INDUSTRIA DE AEROSSOIS LTDA - HP,96807,DA ABOVE 150ML FEM CANDY,2315333,4,0,2.47,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,226228,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (SAPEKA),86506,FDA SAPEKA REG XG 6UND,2315333,6,0,2.22,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,226587,PLATINA COSMETICOS LTDA,97037,CT SKALA 1000G MAIS CACHOS,2315333,6,0,2.70,2022-02-04 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,920,CIGEL INDUSTRIAL LTDA - PELE.UNHA,90846,SAB LIQ ESFOL DELICADERM 180ML CAMOMILA,2315333,2,0,3.36,2022-02-04 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,83658,UMIDILIZ UMIDIF INF MURIEL 150ML BABY RS,2315388,4,0,2.47,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,87701,CO INF UMIDILIZ MURIEL 150ML BABY AZ,2315388,2,0,2.36,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,226348,COTY BRASIL COMERCIO LTDA - PELE-YORK-SUN,61385,HID PAIXAO 200ML TENTADORA VM,2315388,4,0,2.30,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,88647,CP INF S.LINE 300ML SOS KIDS,2315388,2,0,3.08,2022-02-05 00:00:00.000
4224,Func 3,78428,Cliente 9,1,COML.SAARA LTDA. HBL,920,CIGEL INDUSTRIAL LTDA - PELE.UNHA,90849,SAB LIQ ESFOL DELICADERM 180ML MORANGO,2315333,2,0,3.36,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,10,CIGEL DISTRIBUIDORA DE COSMETICOS LTDA - CAP,81759,REP.PONTA ALYNE 30ML REGENERADOR,2315327,6,0,2.46,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,88915,SH INF S.LINE 300ML T.CACHINHOS KIDS,2315327,2,0,3.35,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,87232,CO INF S.LINE 300ML SOS KIDS,2315327,4,0,3.49,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226268,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (POMPOM),80541,SAB INF POMPOM 12X80G HIDRATANTE,2315327,1,0,4.82,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,221838,BIOMATIKA IND E COM PROD. NATURAIS LTDA,97058,LAVANDA INF BIOMATIKA 220ML BABY,2315327,3,0,3.34,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226268,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (POMPOM),90206,SH INF POMPOM 200ML CAMOMILA,2315327,6,0,2.64,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),98753,CO SEDA 325ML ONDAS ANTI-FRIZZ,2315327,12,0,2.87,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),85311,SH SEDA 325ML SOS CERAMIDAS,2315327,12,0,2.57,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,90718,CP S.LINE 300ML SOS CACH MEL INTENSO,2315327,6,0,3.07,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,97734,SH S.LINE 300ML SOS CACHOS+PODEROSOS,2315327,4,0,3.35,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),97789,SAB LIQ LUX 200ML REF CAPIM LIMAO/FRANGI,2315327,6,0,2.19,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),91257,SAB LIQ LUX 200ML REF ORQUIDEA NEGRA,2315327,6,0,2.19,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226268,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (POMPOM),88413,SH INF POMPOM 200ML SUAVE,2315327,6,0,2.64,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,224539,COLGATE-PALMOLIVE COMERCIAL LTDA (ORAL),16731,ED SORRISO ORIG MAC*,2315327,12,0,1.50,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,225543,HIGIE TOPP IND.COM.PROD.HID TEXTEIS LTDA,84214,LC UMD COTTON LINE 400UND BALDE AZ,2315327,2,0,3.97,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,86838,CP S.LINE 1KG DEF INTENSA,2315327,2,0,3.99,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,86055,CP S.LINE 1KG RECONST INTENSA,2315327,2,0,3.99,2022-02-04 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,226073,PROCTER & GAMBLE DO BRASIL S/A.(ABS BAS),90687,ABS ALWAYS BAS 16UND SEC C/ABA,2315388,12,0,2.05,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,226348,COTY BRASIL COMERCIO LTDA - PELE-YORK-SUN,10560,HID PAIXAO 200ML INSPIRADORA AZ,2315388,2,0,2.30,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,227106,DALPRIZE COSMETICOS EIRELI,9908,LAVANDA INF FLORA NENEN 100ML,2315388,3,0,2.55,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,349,GFG COSMETICOS LTDA,54435,GEL FIX VITA CAPILI 240G CRISTAL,2315388,3,0,2.52,2022-02-05 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,89848,SH S.LINE 300ML M.LISO AMIDO DE MILHO,2315327,2,0,3.11,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,87227,OLEO CAP S.LINE 100ML T.CACHO COCO,2315327,2,0,3.46,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,88919,ATIVADOR INF S.LINE 300ML T.CACH MOL KID,2315327,2,0,3.36,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,88647,CP INF S.LINE 300ML SOS KIDS,2315327,6,0,3.07,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226268,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (POMPOM),80002,SAB INF POMPOM 12X80G LEITE/MEL,2315327,1,0,4.82,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,77134,KIT I MURIEL 100ML (SH+CO) MENINA,2315327,4,0,3.16,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,97710,ATIVADOR S.LINE 300ML SOS CACH +PODEROSO,2315327,4,0,2.94,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),91259,SAB LIQ LUX 200ML REF FLOR LOTUS,2315327,6,0,2.19,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,223170,UNILEVER BRASIL LTDA (SABONETE),91258,SAB LIQ LUX 200ML REF ROSAS FRANCESAS,2315327,6,0,2.19,2022-02-04 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,87703,UMIDILIZ UMIDIF INF MURIEL 150ML BABY AZ,2315388,2,0,2.47,2022-02-05 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,96961,CP S.LINE 1KG DEFIN.MAXIMA LIBERADO,2315327,2,0,3.99,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,96673,CP S.LINE 1L SOS RICINO E QUERATINA,2315327,2,0,4.46,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),85323,CO SEDA 325ML CACHOS DEF,2315327,24,0,2.87,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,85,UNILEVER BRASIL LTDA ( CABELOS ),85314,SH SEDA 325ML CACHOS DEF,2315327,36,0,2.58,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,87825,CO S.LINE 300ML SOS COCO,2315327,4,0,3.42,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,90723,CP S.LINE 300ML SOS OLEO MANGA,2315327,6,0,3.07,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226268,FALCON DISTRIBUICAO ARMAZ E TRANST S/A (POMPOM),79959,SAB INF POMPOM 12X80G GLICERINADO,2315327,2,0,4.82,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,221838,BIOMATIKA IND E COM PROD. NATURAIS LTDA,98588,CO INF BIOMATKA 200ML BABY NEUTRO SV,2315327,4,0,2.81,2022-02-04 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,226073,PROCTER & GAMBLE DO BRASIL S/A.(ABS BAS),90688,ABS ALWAYS BAS 16UND SV C/ABA,2315388,12,0,2.05,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,226348,COTY BRASIL COMERCIO LTDA - PELE-YORK-SUN,55880,HID PAIXAO 200ML SEDUTORA RS,2315388,4,0,2.30,2022-02-05 00:00:00.000
8127,Func 6,95782,Cliente 2,1,COML.SAARA LTDA. HBL,227106,DALPRIZE COSMETICOS EIRELI,7237,TALCO INF FLORA NENEN 180G,2315388,6,0,2.62,2022-02-05 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,223385,GFG COSMETICOS LTDA - INFANTIL,77286,UMIDILIZ UMIDIF MURIEL 250ML CACH KIDS,2315327,4,0,2.72,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,224538,JOHNSON&JOHNSON BR IND COM PR SAUDE LTDA-J&J ORAL,70765,ED J&J REACH ACCESS MD 40 L2P1,2315327,6,0,3.27,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,224539,COLGATE-PALMOLIVE COMERCIAL LTDA (ORAL),15933,ED SORRISO ORIG MED*,2315327,12,0,1.50,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,86054,CP S.LINE 1KG BRILHO MAXIMO,2315327,1,0,3.99,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,87228,OLEO CAP S.LINE 100ML T.CACHO RICINO,2315327,2,0,3.46,2022-02-04 00:00:00.000
4544,Func 20,9276,Cliente 1,1,COML.SAARA LTDA. HBL,226243,CIMEX DITRIBUIDORA DE COSMETICOS LTDA,87231,SH INF S.LINE 300ML SOS KIDS,2315327,2,0,3.35,2022-02-04 00:00:00.000
